연도,도시,품목코드,대분류_품목,대분류_물가지수,중분류_품목,중분류_물가지수
2020,경상북도,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,경상북도,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,경상북도,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,경상북도,09,오락 및 문화,100.0,단체여행,100.0
2020,경상북도,10,교육,100.0,유치원 및 초등교육,100.0
2020,경상북도,10,교육,100.0,고등교육,100.0
2020,경상북도,10,교육,100.0,기타교육,100.0
2020,경상북도,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,경상북도,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,경상북도,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,경상북도,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,경상북도,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,광주광역시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,광주광역시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,광주광역시,02,주류 및 담배,100.0,주류,100.0
2020,광주광역시,02,주류 및 담배,100.0,담배,100.0
2020,광주광역시,03,의류 및 신발,100.0,의류,100.0
2020,광주광역시,03,의류 및 신발,100.0,신발,100.0
2020,광주광역시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,광주광역시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,광주광역시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,광주광역시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,광주광역시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,광주광역시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,광주광역시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,광주광역시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,광주광역시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,광주광역시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,광주광역시,06,보건,100.0,의료용품 및 장비,100.0
2020,광주광역시,06,보건,100.0,외래환자 서비스,100.0
2020,광주광역시,06,보건,100.0,병원 서비스,100.0
2020,광주광역시,07,교통,100.0,운송장비,100.0
2020,광주광역시,07,교통,100.0,개인운송장비 운영,100.0
2020,광주광역시,07,교통,100.0,운송 서비스,100.0
2020,광주광역시,08,통신,100.0,우편서비스,100.0
2020,광주광역시,08,통신,100.0,전화 및 팩스장비,100.0
2020,광주광역시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,광주광역시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,광주광역시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,광주광역시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,광주광역시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,광주광역시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,광주광역시,09,오락 및 문화,100.0,단체여행,100.0
2020,광주광역시,10,교육,100.0,유치원 및 초등교육,100.0
2020,광주광역시,10,교육,100.0,고등교육,100.0
2020,광주광역시,10,교육,100.0,기타교육,100.0
2020,광주광역시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,광주광역시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,광주광역시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,광주광역시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,광주광역시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,대구광역시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,대구광역시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,대구광역시,02,주류 및 담배,100.0,주류,100.0
2020,대구광역시,02,주류 및 담배,100.0,담배,100.0
2020,대구광역시,03,의류 및 신발,100.0,의류,100.0
2020,대구광역시,03,의류 및 신발,100.0,신발,100.0
2020,대구광역시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,대구광역시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,대구광역시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,대구광역시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,대구광역시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,대구광역시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,대구광역시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,대구광역시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,대구광역시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,대구광역시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,대구광역시,06,보건,100.0,의료용품 및 장비,100.0
2020,대구광역시,06,보건,100.0,외래환자 서비스,100.0
2020,대구광역시,06,보건,100.0,병원 서비스,100.0
2020,대구광역시,07,교통,100.0,운송장비,100.0
2020,대구광역시,07,교통,100.0,개인운송장비 운영,100.0
2020,대구광역시,07,교통,100.0,운송 서비스,100.0
2020,대구광역시,08,통신,100.0,우편서비스,100.0
2020,대구광역시,08,통신,100.0,전화 및 팩스장비,100.0
2020,대구광역시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,대구광역시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,대구광역시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,대구광역시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,대구광역시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,대구광역시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,대구광역시,09,오락 및 문화,100.0,단체여행,100.0
2020,대구광역시,10,교육,100.0,유치원 및 초등교육,100.0
2020,대구광역시,10,교육,100.0,고등교육,100.0
2020,대구광역시,10,교육,100.0,기타교육,100.0
2020,대구광역시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,대구광역시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,대구광역시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,대구광역시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,대구광역시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,대전광역시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,대전광역시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,대전광역시,02,주류 및 담배,100.0,주류,100.0
2020,대전광역시,02,주류 및 담배,100.0,담배,100.0
2020,대전광역시,03,의류 및 신발,100.0,의류,100.0
2020,대전광역시,03,의류 및 신발,100.0,신발,100.0
2020,대전광역시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,대전광역시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,대전광역시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,대전광역시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,대전광역시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,대전광역시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,대전광역시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,대전광역시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,대전광역시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,대전광역시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,대전광역시,06,보건,100.0,의료용품 및 장비,100.0
2020,대전광역시,06,보건,100.0,외래환자 서비스,100.0
2020,대전광역시,06,보건,100.0,병원 서비스,100.0
2020,대전광역시,07,교통,100.0,운송장비,100.0
2020,대전광역시,07,교통,100.0,개인운송장비 운영,100.0
2020,대전광역시,07,교통,100.0,운송 서비스,100.0
2020,대전광역시,08,통신,100.0,우편서비스,100.0
2020,대전광역시,08,통신,100.0,전화 및 팩스장비,100.0
2020,대전광역시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,대전광역시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,대전광역시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,대전광역시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,대전광역시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,대전광역시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,대전광역시,09,오락 및 문화,100.0,단체여행,100.0
2020,대전광역시,10,교육,100.0,유치원 및 초등교육,100.0
2020,대전광역시,10,교육,100.0,고등교육,100.0
2020,대전광역시,10,교육,100.0,기타교육,100.0
2020,대전광역시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,대전광역시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,대전광역시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,대전광역시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,대전광역시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,부산광역시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,부산광역시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,부산광역시,02,주류 및 담배,100.0,주류,100.0
2020,부산광역시,02,주류 및 담배,100.0,담배,100.0
2020,부산광역시,03,의류 및 신발,100.0,의류,100.0
2020,부산광역시,03,의류 및 신발,100.0,신발,100.0
2020,부산광역시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,부산광역시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,부산광역시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,부산광역시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,부산광역시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,부산광역시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,부산광역시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,부산광역시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,부산광역시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,부산광역시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,부산광역시,06,보건,100.0,의료용품 및 장비,100.0
2020,부산광역시,06,보건,100.0,외래환자 서비스,100.0
2020,부산광역시,06,보건,100.0,병원 서비스,100.0
2020,부산광역시,07,교통,100.0,운송장비,100.0
2020,부산광역시,07,교통,100.0,개인운송장비 운영,100.0
2020,부산광역시,07,교통,100.0,운송 서비스,100.0
2020,부산광역시,08,통신,100.0,우편서비스,100.0
2020,부산광역시,08,통신,100.0,전화 및 팩스장비,100.0
2020,부산광역시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,부산광역시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,부산광역시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,부산광역시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,부산광역시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,부산광역시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,부산광역시,09,오락 및 문화,100.0,단체여행,100.0
2020,부산광역시,10,교육,100.0,유치원 및 초등교육,100.0
2020,부산광역시,10,교육,100.0,고등교육,100.0
2020,부산광역시,10,교육,100.0,기타교육,100.0
2020,부산광역시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,부산광역시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,부산광역시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,부산광역시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,부산광역시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,서울특별시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,서울특별시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,서울특별시,02,주류 및 담배,100.0,주류,100.0
2020,서울특별시,02,주류 및 담배,100.0,담배,100.0
2020,서울특별시,03,의류 및 신발,100.0,의류,100.0
2020,서울특별시,03,의류 및 신발,100.0,신발,100.0
2020,서울특별시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,서울특별시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,서울특별시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,서울특별시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,서울특별시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,서울특별시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,서울특별시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,서울특별시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,서울특별시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,서울특별시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,서울특별시,06,보건,100.0,의료용품 및 장비,100.0
2020,서울특별시,06,보건,100.0,외래환자 서비스,100.0
2020,서울특별시,06,보건,100.0,병원 서비스,100.0
2020,서울특별시,07,교통,100.0,운송장비,100.0
2020,서울특별시,07,교통,100.0,개인운송장비 운영,100.0
2020,서울특별시,07,교통,100.0,운송 서비스,100.0
2020,서울특별시,08,통신,100.0,우편서비스,100.0
2020,서울특별시,08,통신,100.0,전화 및 팩스장비,100.0
2020,서울특별시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,서울특별시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,서울특별시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,서울특별시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,서울특별시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,서울특별시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,서울특별시,09,오락 및 문화,100.0,단체여행,100.0
2020,서울특별시,10,교육,100.0,유치원 및 초등교육,100.0
2020,서울특별시,10,교육,100.0,고등교육,100.0
2020,서울특별시,10,교육,100.0,기타교육,100.0
2020,서울특별시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,서울특별시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,서울특별시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,서울특별시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,서울특별시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,세종특별자치시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,세종특별자치시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,세종특별자치시,02,주류 및 담배,100.0,주류,100.0
2020,세종특별자치시,02,주류 및 담배,100.0,담배,100.0
2020,세종특별자치시,03,의류 및 신발,100.0,의류,100.0
2020,세종특별자치시,03,의류 및 신발,100.0,신발,100.0
2020,세종특별자치시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,세종특별자치시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,세종특별자치시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,세종특별자치시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,세종특별자치시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,세종특별자치시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,세종특별자치시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,세종특별자치시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,세종특별자치시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,세종특별자치시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,세종특별자치시,06,보건,100.0,의료용품 및 장비,100.0
2020,세종특별자치시,06,보건,100.0,외래환자 서비스,100.0
2020,세종특별자치시,06,보건,100.0,병원 서비스,100.0
2020,세종특별자치시,07,교통,100.0,운송장비,100.0
2020,세종특별자치시,07,교통,100.0,개인운송장비 운영,100.0
2020,세종특별자치시,07,교통,100.0,운송 서비스,100.0
2020,세종특별자치시,08,통신,100.0,우편서비스,100.0
2020,세종특별자치시,08,통신,100.0,전화 및 팩스장비,100.0
2020,세종특별자치시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,세종특별자치시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,세종특별자치시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,세종특별자치시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,세종특별자치시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,세종특별자치시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,세종특별자치시,09,오락 및 문화,100.0,단체여행,100.0
2020,세종특별자치시,10,교육,100.0,유치원 및 초등교육,100.0
2020,세종특별자치시,10,교육,100.0,고등교육,100.0
2020,세종특별자치시,10,교육,100.0,기타교육,100.0
2020,세종특별자치시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,세종특별자치시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,세종특별자치시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,세종특별자치시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,세종특별자치시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,울산광역시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,울산광역시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,울산광역시,02,주류 및 담배,100.0,주류,100.0
2020,울산광역시,02,주류 및 담배,100.0,담배,100.0
2020,울산광역시,03,의류 및 신발,100.0,의류,100.0
2020,울산광역시,03,의류 및 신발,100.0,신발,100.0
2020,울산광역시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,울산광역시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,울산광역시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,울산광역시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,울산광역시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,울산광역시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,울산광역시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,울산광역시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,울산광역시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,울산광역시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,울산광역시,06,보건,100.0,의료용품 및 장비,100.0
2020,울산광역시,06,보건,100.0,외래환자 서비스,100.0
2020,울산광역시,06,보건,100.0,병원 서비스,100.0
2020,울산광역시,07,교통,100.0,운송장비,100.0
2020,울산광역시,07,교통,100.0,개인운송장비 운영,100.0
2020,울산광역시,07,교통,100.0,운송 서비스,100.0
2020,울산광역시,08,통신,100.0,우편서비스,100.0
2020,울산광역시,08,통신,100.0,전화 및 팩스장비,100.0
2020,울산광역시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,울산광역시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,울산광역시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,울산광역시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,울산광역시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,울산광역시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,울산광역시,09,오락 및 문화,100.0,단체여행,100.0
2020,울산광역시,10,교육,100.0,유치원 및 초등교육,100.0
2020,울산광역시,10,교육,100.0,고등교육,100.0
2020,울산광역시,10,교육,100.0,기타교육,100.0
2020,울산광역시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,울산광역시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,울산광역시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,울산광역시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,울산광역시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,인천광역시,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,인천광역시,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,인천광역시,02,주류 및 담배,100.0,주류,100.0
2020,인천광역시,02,주류 및 담배,100.0,담배,100.0
2020,인천광역시,03,의류 및 신발,100.0,의류,100.0
2020,인천광역시,03,의류 및 신발,100.0,신발,100.0
2020,인천광역시,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,인천광역시,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,인천광역시,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,인천광역시,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,인천광역시,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,인천광역시,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,인천광역시,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,인천광역시,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,인천광역시,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,인천광역시,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,인천광역시,06,보건,100.0,의료용품 및 장비,100.0
2020,인천광역시,06,보건,100.0,외래환자 서비스,100.0
2020,인천광역시,06,보건,100.0,병원 서비스,100.0
2020,인천광역시,07,교통,100.0,운송장비,100.0
2020,인천광역시,07,교통,100.0,개인운송장비 운영,100.0
2020,인천광역시,07,교통,100.0,운송 서비스,100.0
2020,인천광역시,08,통신,100.0,우편서비스,100.0
2020,인천광역시,08,통신,100.0,전화 및 팩스장비,100.0
2020,인천광역시,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,인천광역시,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,인천광역시,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,인천광역시,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,인천광역시,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,인천광역시,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,인천광역시,09,오락 및 문화,100.0,단체여행,100.0
2020,인천광역시,10,교육,100.0,유치원 및 초등교육,100.0
2020,인천광역시,10,교육,100.0,고등교육,100.0
2020,인천광역시,10,교육,100.0,기타교육,100.0
2020,인천광역시,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,인천광역시,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,인천광역시,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,인천광역시,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,인천광역시,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,전국,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,전국,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,전국,02,주류 및 담배,100.0,주류,100.0
2020,전국,02,주류 및 담배,100.0,담배,100.0
2020,전국,03,의류 및 신발,100.0,의류,100.0
2020,전국,03,의류 및 신발,100.0,신발,100.0
2020,전국,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,전국,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,전국,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
2020,전국,04,"주택, 수도, 전기 및 연료",100.0,"전기, 가스 및 기타연료",100.0
2020,전국,05,가정용품 및 가사 서비스,100.0,"가구, 가사비품 및 카페트",100.0
2020,전국,05,가정용품 및 가사 서비스,100.0,가정용 섬유제품,100.0
2020,전국,05,가정용품 및 가사 서비스,100.0,가정용 기기,100.0
2020,전국,05,가정용품 및 가사 서비스,100.0,주방용품 및 가정용품,100.0
2020,전국,05,가정용품 및 가사 서비스,100.0,가정 · 정원용 공구 및 장비,100.0
2020,전국,05,가정용품 및 가사 서비스,100.0,일상 생활용품 및 가사 서비스,100.0
2020,전국,06,보건,100.0,의료용품 및 장비,100.0
2020,전국,06,보건,100.0,외래환자 서비스,100.0
2020,전국,06,보건,100.0,병원 서비스,100.0
2020,전국,07,교통,100.0,운송장비,100.0
2020,전국,07,교통,100.0,개인운송장비 운영,100.0
2020,전국,07,교통,100.0,운송 서비스,100.0
2020,전국,08,통신,100.0,우편서비스,100.0
2020,전국,08,통신,100.0,전화 및 팩스장비,100.0
2020,전국,08,통신,100.0,전화 및 팩스 서비스,100.0
2020,전국,09,오락 및 문화,100.0,"음향, 영상, 사진 및 정보처리 장비",100.0
2020,전국,09,오락 및 문화,100.0,기타 오락 및 문화용 주요 내구재,100.0
2020,전국,09,오락 및 문화,100.0,"기타 오락용품, 조경용품 및 애완동물",100.0
2020,전국,09,오락 및 문화,100.0,오락 및 문화 서비스,100.0
2020,전국,09,오락 및 문화,100.0,"신문, 서적 및 문방구",100.0
2020,전국,09,오락 및 문화,100.0,단체여행,100.0
2020,전국,10,교육,100.0,유치원 및 초등교육,100.0
2020,전국,10,교육,100.0,고등교육,100.0
2020,전국,10,교육,100.0,기타교육,100.0
2020,전국,11,음식 및 숙박,100.0,음식 서비스,100.0
2020,전국,11,음식 및 숙박,100.0,숙박 서비스,100.0
2020,전국,12,기타 상품 및 서비스,100.0,용품 및 미용 서비스,100.0
2020,전국,12,기타 상품 및 서비스,100.0, 개인용품,100.0
2020,전국,12,기타 상품 및 서비스,100.0,기타서비스,100.0
2020,전라남도,01,식료품 및 비주류음료,100.0,식료품,100.0
2020,전라남도,01,식료품 및 비주류음료,100.0,비주류 음료,100.0
2020,전라남도,02,주류 및 담배,100.0,주류,100.0
2020,전라남도,02,주류 및 담배,100.0,담배,100.0
2020,전라남도,03,의류 및 신발,100.0,의류,100.0
2020,전라남도,03,의류 및 신발,100.0,신발,100.0
2020,전라남도,04,"주택, 수도, 전기 및 연료",100.0,주택임차료,100.0
2020,전라남도,04,"주택, 수도, 전기 및 연료",100.0,주거시설 유지 · 보수,100.0
2020,전라남도,04,"주택, 수도, 전기 및 연료",100.0,수도 및 주거관련 서비스,100.0
